Id	null	slow	med	fast	x	o	b	a	p	s1	s2	s3	s4	s5	s6	s7	sws	swd	bub	spw	ses	othl	gra	min	xyl	shr	gat	aff	pff	pre	par	othf	teg	gil	pls	spi	ves	aqpa	aqac	aepa	aeac	l1y	e1y	m1y	ly	my	ovo	fie	cie	fic	frc	vec	tec	ase	egg	coc	hou	did	non
224	1	2	2	2	2	3	2	0	0	0	0	3	1	0	0	0	0	0	5	5	0	0	3	0	0	3	4	0	0	0	0	0	3	0	0	0	0	2	2	0	1	1	3	0	3	1	0	0	3	0	0	0	0	0	1	0	0	0	3
225	0	1	3	2	2	3	1	0	0	0	0	1	3	0	0	0	0	0	2	8	0	0	1	0	0	1	1	0	0	7	0	0	3	0	0	0	0	2	2	0	2	2	3	0	1	3	0	0	1	2	0	0	0	0	2	0	0	1	1
226	0.5	1.5	2.3	1.3	2	2.5	0.5	0	0	0	0.5	3	0.3	0	0	0	0	0	0	5	0	5	0	0	0	7	3	0	0	0	0	0	3	1	0	0	0	2.3	2	0	1.3	0.8	2.8	0	2.8	0.8	0	0	2.8	0.8	0	0	0	0	0.5	0	0	1.3	2.5
227	0	0	3	2	1	3	3	0	0	0	0	1	3	0	0	0	0	0	2.9	7.1	0	0	7	0	0	0	3	0	0	0	0	0	3	0	0	0	0	2	2	0	1	0	3	0	3	0	0	0	3	0	0	0	0	0	1	0	0	2	0
228	3	2	0	0	0	0	2	1	0	0	0	0	1	2	0	0	0	2.5	5	0	2.5	0	0	0	0	0	0	10	0	0	0	0	1	3	0	0	0	3	1	0	0	0	0	3	3	0	0	1	0	0	3	0	0	1	0	0	0	0	3
229	1	3	1	0	0	3	1	1	0	0	1	3	0	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1	1	1	0	3	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0
230	0	2	2	1	4	5	1	0	0	0	0	3	0	0	0	0	0	0	0	2.5	7.5	0	8	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	2	1	1	0	3	1	1	0	0	0	0	1	0	0	0	0	0	5	5	0	0
231	0	2	2	1	1	5	3	1	0	0	0	3	0	0	0	0	0	0	0	2.5	7.5	0	8	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	2	1	1	0	3	1	1	0	0	0	0	1	0	0	0	0	0	5	5	0	0
232	0	2	3	1	0	5	4	1	0	0	0	3	1	0	0	0	0	0	0	2.5	7.5	0	8	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	2	1	1	0	2	1	1	0	0	0	0	1	0	0	0	0	0	5	5	0	0
233	1	2	3	1	0	1	3	2	0	0	0	0	3	0	0	0	0	0	0	8.3	1.7	0	9	0	0	0	1	0	0	0	0	0	2	3	0	0	0	1	1	1	2	0	3	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	3
234	0	1	3	2	1	3	5	1	0	0	0	3	1	0	0	0	0	0	0	5.7	4.3	0	9	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	2	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3
235	0	1	3	2	1	2	3	0	0	0	0	3	1	0	0	0	0	0	0	5.7	4.3	0	9	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	2	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3
236	0	1	3	1	0	1	5	4	0	0	0	1	3	1	0	0	0	0	0	5	5	0	2	0	0	0	0	0	5	3	0	0	1	1	0	0	0	3	2	1	3	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	3
237	0	1	3	1	0	0	2	8	0	0	0	1	3	1	0	0	0	0	0	5	4	1	0	0	0	0	1	0	8	1	0	0	1	1	0	0	0	3	2	1	3	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	3
238	0	1	3	1	0	0	2	8	0	0	0	1	3	1	0	0	0	0	0	0	10	0	2	0	0	0	0	0	5	3	0	0	1	1	0	0	0	3	2	1	3	0	2	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	3
239	0	1	3	1	0	2	5	3	0	0	0	1	3	1	0	0	0	0	0	4	6	0	2	0	0	0	0	0	5	3	0	0	1	1	0	0	0	3	2	1	3	0	2	2	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3
240	0	1	3	1	1	4	5	0	0	0	0	1	3	1	0	0	0	0	0	4	6	0	2	0	0	0	0	0	5	3	0	0	1	1	0	0	0	3	2	1	3	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3
241	0	1	3	1	0	2	5	3	0	0	0	1	3	1	0	0	0	0	0	3	7	0	2	0	0	0	0	0	5	3	0	0	1	1	0	0	0	3	2	1	3	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3
242	0	1	3	1	0	2	6	2	0	0	0	1	3	1	0	0	0	0	0	4	6	0	2	0	0	0	0	0	5	3	0	0	1	1	0	0	0	3	2	1	3	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3
243	3	3	0	0	0	0	5	5	0	0	3	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	1	1	0	0	0	1	1	1	1	0	0	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3
244	1	3	2	0	0	1	3	2	0	0	3	1	0	0	0	0	0	0	0	8.3	1.7	0	4	4	0	0	1	0	0	1	0	0	3	1	0	0	0	1	1	2	1	0	2	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3
245	3	3	0	0	0	1	3	1	0	0	3	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	3	1	0	0	0	1	1	2	1	0	1	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3
246	2	3	2	0	0	1	3	1	0	1	3	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	1	1	2	1	0	1	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3
247	0	2	3	1	3	1	0	0	0	3	1	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	2	1	0	0	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3
248	1	3	1	0	0	0	6	4	0	0	0	2	2	0	0	0	0	0	0	10	0	0	0	0	0	5	3	0	0	2	0	0	1	1	0	0	0	2	1	1	3	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3
249	1	3	1	0	0	0	8	2	0	0	0	2	2	0	0	0	0	0	0	10	0	0	0	0	0	5	3	0	0	2	0	0	1	1	0	0	0	2	1	1	3	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3
250	1	3	1	0	0	1	7	2	0	0	0	2	2	0	0	0	0	0	0	10	0	0	0	0	0	3	3	0	0	4	0	0	1	1	0	0	0	2	1	1	3	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3
251	1	3	1	1	0	1	3	2	0	0	0	2	3	0	0	0	0	0	0	10	0	0	1.4	0	0	4.3	1.4	0	0	1.4	1.4	0	1	1	0	0	0	2	1	1	3	0	3	1	3	1	0	0	0	0	0	0	0	0	0	0	0	2	2
252	1	3	1	1	0	1	7	2	0	0	0	2	3	0	0	0	0	0	0	10	0	0	0	0	0	5	5	0	0	0	0	0	1	1	0	0	0	2	1	1	3	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	2
253	1	3	1	1	0	1	3	2	0	0	0	2	3	0	0	0	0	0	0	10	0	0	0	0	0	5	5	0	0	0	0	0	2	3	0	0	0	2	1	1	3	0	3	1	3	1	0	0	0	3	1	0	0	0	0	0	0	2	2
254	1	3	1	0	0	0	5	5	0	0	0	3	0	0	0	0	0	2.5	0	7.5	0	0	5	0	0	5	0	0	0	0	0	0	1	1	0	0	0	1	1	1	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3
255	1	3	1	0	0	0	5	5	0	0	0	3	0	0	0	0	0	5	0	5	0	0	5	0	0	5	0	0	0	0	0	0	1	1	0	0	0	1	1	1	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3
256	2	3	1	0	0	0	3	2	0	0	0	3	1	0	0	0	0	0	0	10	0	0	2	0	0	2	5	0	0	1	0	0	3	1	0	0	0	1	1	1	2	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3
257	2	3	2	0	0	0	3	2	0	0	0	3	1	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	10	0	0	1	1	0	0	0	1	1	1	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3
258	2	3	2	0	0	0	6	4	0	0	0	3	1	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	10	0	0	1	1	0	0	0	1	1	1	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3
259	2	3	2	0	0	0	3	2	0	0	0	3	1	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	10	0	0	1	1	0	0	0	1	1	1	3	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3
260	1	3	2	0	0	1	7	2	0	0	0	0	2	3	0	0	0	0	0	10	0	0	2	0	0	5	1	0	0	2	0	0	1	1	0	0	0	3	2	0	3	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	3	1
261	0	2	3	3	1	4	4	1	0	0	0	0	3	2	0	0	0	0	0	5	5	0	3	0	0	4	2	0	0	1	0	0	1	1	0	0	0	0	1	0	3	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	2	1
262	2	3	0	0	0	1	2	2	0	0	0	0	3	1	0	0	0	0	0	10	0	0	1	0	0	6	0	0	0	3	0	0	2	2	0	0	0	1	1	0	3	1	3	0	3	1	0	0	0	1	0	0	3	0	0	0	0	3	0
263	1	3	2	2	1	3	3	0	0	0	0	0	0	3	0	0	0	3	0	7	0	0	1	0	0	7	0	0	0	2	0	0	1	1	0	0	0	1	2	0	3	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	1	3
264	3	3	1	0	0.2	0.3	0.4	0.1	0	0	0	0	0.6	0.4	0	0	0	0	0	10	0	0	2	0	0	5	1	0	0	2	0	0	1	1	0	0	0	0.4	1.3	0	2.4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0.8	1.9
265	3	3	1	0	2	2	3	1	0	0	0	0	3	2	0	0	0	0	0	5	5	0	2	0	0	5	0	0	0	3	0	0	1	1	0	0	0	0	1	0	2	0	3	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2
266	3	3	1	0	2	2	3	1	0	0	0	0	3	2	0	0	0	0	0	5	5	0	2	0	0	5	0	0	0	3	0	0	1	1	0	0	0	0	1	0	2	0	3	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2
267	3	3	1	0	2	2	3	1	0	0	0	0	3	2	0	0	0	0	0	5	5	0	2	0	0	5	0	0	0	3	0	0	1	1	0	0	0	0	1	0	2	0	3	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2
268	3	3	1	0	0	0	7	3	0	0	0	0	3	2	0	0	0	0	0	5	5	0	2	0	0	5	0	0	0	3	0	0	1	1	0	0	0	0	1	0	2	0	3	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2
269	3	3	1	0	2	2	3	1	0	0	0	0	3	2	0	0	0	0	0	5	5	0	2	0	0	5	0	0	0	3	0	0	1	1	0	0	0	0	1	0	2	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2
270	3	3	1	0	2	2	3	1	0	0	0	0	3	2	0	0	0	0	0	5	5	0	2	0	0	5	0	0	0	3	0	0	1	1	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2
271	3	3	1	0	0	2	6	2	0	0	0	0	3	2	0	0	0	0	0	5	5	0	2	0	0	5	0	0	0	3	0	0	1	1	0	0	0	0	1	0	2	0	3	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2
272	3	3	1	0	0	2	6	2	0	0	0	0	3	2	0	0	0	0	0	5	5	0	2	0	0	5	0	0	0	3	0	0	1	1	0	0	0	0	1	0	2	0	3	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2
273	3	3	2	2	3	5	2	0	0	0	0	0	3	2	0	0	0	0	0	5	0	0	8	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	2	0	2	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3
274	1	3	2	2	1	3	3	0	0	0	0	0	3	2	0	0	0	0	0	5	0	0	2	0	0	6	0	0	0	2	0	0	1	1	0	0	0	0	2	0	3	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	2
275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	0	0	0	0	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	3	2	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	0	0	10	0	0	1	0	0	2	1	0	0	6	0	0	1	1	0	0	0	2	2	1	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	10
280	3	2	0	0	0	3	3	0	0	0	0	0	1	3	0	0	0	0	0	10	0	0	0	0	0	3	1	0	0	6	0	0	1	1	0	0	0	1	3	1	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	10
281	3	3	0	0	0	0	6	4	0	0	0	3	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	9	0	0	1	0	0	0	0	2	1	1	1	0	2	3	1	0	0	0	0	3	0	0	0	0	0	0	0	0	3
282	3	3	0	0	0	0	5	5	0	0	0	1	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	9	0	0	1	0	0	0	0	1	1	1	2	0	2	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3
283	2	3	0	0	1	3	4	2	0	0	0	0	3	2	0	0	0	3	0	7	0	0	0	0	0	0	0	0	1	9	0	0	1	0	0	0	0	2	1	1	2	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	3
284	2	3	2	0	1	3	3	1	0	0	0	1	3	0	0	0	0	2	0	2	6	0	0	0	0	0	0	0	1	9	0	0	3	0	0	0	0	1	1	1	2	1	3	2	3	1	0	0	0	3	0	0	0	0	0	0	0	1	3
285	1	3	2	1	0	1	3	1	0	0	0	1	3	0	0	0	0	2	0	2	6	0	0	0	0	0	0	0	1	9	0	0	3	0	0	0	0	3	1	1	2	0	0	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3
286	1	3	1	0	0	1	3	1	0	0	0	3	1	0	0	0	0	0	0	5	5	0	8	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	3
287	1	3	2	1	0	1	3	2	0	0	1	3	0	0	0	0	0	0	0	3.3	6.7	0	6	0	0	0	2	0	1	1	0	0	3	0	0	0	0	1	1	1	1	0	1	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3
288	1	3	1	1	0	1	6	3	0	0	1	3	1	0	0	0	0	0	0	10	0	0	7	0	0	0	1	0	1	1	0	0	1	0	0	0	0	2	1	1	1	0	2	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3
289	0	1	3	2	0	2	6	2	0	0	0	1	3	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	1	1	0	0	0	3	2	1	2	0	1	0	3	2	0	0	0	1	0	0	0	0	1	0	0	2	3
290	0	3	2	1	3	4	3	0	0	0	0	0	3	0	0	0	0	0	0	10	0	0	0	0	0	9	0	0	0	1	0	0	1	1	0	0	0	2	1	1	1	1	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	1	3
291	1.6	2.3	1.8	0.4	0.8	1.8	2.2	0.9	0	0	0	0.4	1.9	2.1	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0.3	2.2	0	0	0	3	0	0.5	2.7	0	0	0	2.6	0	0	0	1.3	0.3	2.3	0	0	0.3
292	1.5	2.5	1	0.5	0.5	1	3	1.5	0	0	0	0.5	2.5	1.5	0	0	0.8	0	0	9.2	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	2	0	0	0	3	0	0	3	0	0	0	2.5	0	0	0	1	0	2.5	0	0	0.5
293	3	3	1	0	1	2	3	1	0	0	0	1	2	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	2	0	0	0	3	0	0	3	0	0	0	2	0	0	0	2	2	0	0	0	1
294	2	3	2	0	0	0	2	1	0	0	0	0	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	3	0	0	0	3	0	3	1	0	0	0	3	0	0	0	0	0	2	0	0	0
295	1	2	2	1	1	3	0	0	0	0	0	0	2	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	1	2	0	0	0	3	0	0	3	0	0	0	3	0	0	0	1	0	3	0	0	0
296	0	0	3	1	2	3	3	2	0	0	0	0	2	2	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	2	0	0	0	3	0	0	3	0	0	0	3	0	0	0	3	0	3	0	0	0
297	2	3	2	0	0	2	2	0	0	0	0	1	3	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	1	2	0	0	0	3	0	0	3	0	0	0	2	0	0	0	1	0	3	0	0	0
