Sector;Station;Site;Year;Season;Date_sample;Qc;Qcs;Lag;Qref;Cmaxy;Cmaxq;Cmax2m;Cmaxm;Cey;Ceq;Ce2m;Cem;Cny;Cnq;Cn2m;Cnm;Cfy;Cfq;Cf2m;Cfm;Cqy;Cqq;Cq2m;Cqm;Csmaxy;Csmaxq;Csmax2m;Csmaxm;Csey;Cseq;Cse2m;Csem;Csny;Csnq;Csn2m;Csnm;Csfy;Csfq;Csf2m;Csfm;Csqy;Csqq;Csq2m;Csqm
BE;ENIL;AV;2012;P;21.03.2012;0;NA;1;BAL;364.958;185.708;60;30;364.958;185.708;60;30;1;1;1;1;0.5;0.5;1;1;1574153.474;1211004.672;372692.276;126517.573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AV;2012;E;29.06.2012;0;NA;1;BAL;364.958;285.667;60;30;364.958;285.667;60;30;1;1;1;1;0.5;0.5;1;1;1658368.597;1463827.038;120483.89;57314.575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AV;2013;P;18.03.2013;0;NA;1;BAL;364.958;192.792;60;30;364.958;192.792;60;30;1;1;1;1;0.5;0.5;1;1;1241588.48;820010.388;232299;83352.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AV;2013;E;27.06.2013;0;NA;1;BAL;364.958;293.75;60;30;364.958;293.75;60;30;1;1;1;1;0.5;0.5;1;1;1285435.734;1119819.188;152011.2;67539.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AV;2015;P;25.03.2015;0;NA;1;BAL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;ENIL;AV;2015;E;08.07.2015;0;NA;1;BAL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;ENIL;AV;2016;P;18.03.2016;0;NA;1;BAL;364.417;50.417;60;30;364.417;50.417;60;30;1;1;1;1;0.5;1;1;1;848633.128;94122.565;108246.947;57869.144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AV;2016;E;28.06.2016;0;NA;1;BAL;364.958;152.375;60;30;364.958;152.375;60;30;1;1;1;1;0.5;1;1;1;835969.884;424864.92;228672.249;168696.094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AVN;2007;P;28.03.2007;0;NA;1;BAL;364.958;48.292;59.958;29.958;364.958;48.292;59.958;29.958;1;1;1;1;0.5;1;1;1;884394.015;155930.596;173146.839;117212.019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AVN;2007;E;20.07.2007;0;NA;1;BAL;364.958;162.292;60;30;364.958;162.292;60;30;1;1;1;1;0.5;1;1;1;920489.461;492311.186;221891.84;140272.286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AVN;2009;P;31.03.2009;0;NA;1;BAL;364.958;207.125;59.958;29.958;364.958;207.125;59.958;29.958;1;1;1;1;0.5;0.5;1;1;717846;388253;102124;56706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AVN;2009;E;23.07.2009;0;NA;1;BAL;364.958;321.125;60;30;364.958;321.125;60;30;1;1;1;1;0.5;0.5;1;1;656285.107;580889.107;92695.107;43253.107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AVN;2011;P;28.03.2011;0;NA;1;BAL;364.917;143.875;59.958;29.958;364.917;143.875;59.958;29.958;1;1;1;1;0.5;0.5;1;1;615596.152;243125.152;78744.253;46879.935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AVN;2011;E;16.07.2011;0;NA;1;BAL;364.958;253.875;60;30;364.958;253.875;60;30;1;1;1;1;0.5;0.5;1;1;564577.905;424918.905;93205.43;46803.258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AVN;2012;P;21.03.2012;0;NA;1;BAL;364.958;185.708;60;30;364.958;185.708;60;30;1;1;1;1;0.5;0.5;1;1;1574153.474;1211004.672;372692.276;126517.573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AVN;2012;E;29.06.2012;0;NA;1;BAL;364.958;285.667;60;30;364.958;285.667;60;30;1;1;1;1;0.5;0.5;1;1;1658368.597;1463827.038;120483.89;57314.575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AVN;2013;P;18.03.2013;0;NA;1;BAL;364.958;192.792;60;30;364.958;192.792;60;30;1;1;1;1;0.5;0.5;1;1;1241588.48;820010.388;232299;83352.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AVN;2013;E;27.06.2013;0;NA;1;BAL;364.958;293.75;60;30;364.958;293.75;60;30;1;1;1;1;0.5;0.5;1;1;1285435.734;1119819.188;152011.2;67539.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AVN;2015;P;25.03.2015;0;NA;1;BAL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;ENIL;AVN;2015;E;08.07.2015;0;NA;1;BAL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;ENIL;AVN;2016;P;18.03.2016;0;NA;1;BAL;364.417;50.417;60;30;364.417;50.417;60;30;1;1;1;1;0.5;1;1;1;848633.128;94122.565;108246.947;57869.144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;ENIL;AVN;2016;E;28.06.2016;0;NA;1;BAL;364.958;152.375;60;30;364.958;152.375;60;30;1;1;1;1;0.5;1;1;1;835969.884;424864.92;228672.249;168696.094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;FOUR;AM;2003;E;22.07.2003;207;NA;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;FOUR;AM;2004;P;01.04.2004;207;NA;2;BAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;FOUR;AM;2007;P;05.04.2007;167;NA;2;BAL;4.708;4.708;4.708;0.833;32.125;7.542;7.542;1.667;40;6;6;3;20;6;6;3;237459.876;68716.274;68716.274;9791.833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;FOUR;AM;2007;E;23.08.2007;167;NA;2;BAL;9.458;9.458;9.458;2.5;44.875;28.25;14.75;5.292;42;21;6;5;21;21;6;5;331672.055;216857.836;118399.013;35170.538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;FOUR;AM;2009;P;06.04.2009;167;NA;2;BAL;2.5;2.458;0;0;10.333;7.292;0;0;16;11;0;0;8;5.5;0;0;95583;62397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;FOUR;AM;2009;E;24.07.2009;167;NA;2;BAL;2.458;2.458;0;0;7.333;7.292;0;0;13;11;0;0;6.5;5.5;0;0;62566;62397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;FOUR;AM;2011;P;28.03.2011;167;NA;2;BAL;4.167;4.167;0;0;9.25;5.042;0;0;10;3;0;0;5;1.5;0;0;78227.686;48487.686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;FOUR;AM;2011;E;16.07.2011;167;NA;2;BAL;4.167;4.167;0.333;0.333;6.542;5.375;0.333;0.333;7;4;1;1;3.5;2;1;1;56979.747;50291.747;1804.061;1804.061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;FOUR;AM;2012;P;22.03.2012;167;NA;2;BAL;34.458;34.458;6.333;2.833;116.083;103.875;36.125;11.875;79;56;24;14;39.5;28;24;14;1088499.32;1004585.033;305496.358;83021.767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;FOUR;AM;2012;E;29.06.2012;167;NA;2;BAL;34.458;34.458;1.333;1.333;127.292;115.417;1.875;1.333;97;75;3;1;48.5;37.5;3;1;1163718.128;1081607.902;13285.564;9457.433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
