Sector,Station,Site,Year,Season,ID,Date_sample,Qc,Qcs,Lag,Qref,Oey,Oe10m,Oe8m,Oe6m,Oe4m,Oe2m,Oem,Ofy,Of10m,Of8m,Of6m,Of4m,Of2m,Ofm,Bey,Be10m,Be8m,Be6m,Be4m,Be2m,Bem,Bny,Bn10m,Bn8m,Bn6m,Bn4m,Bn2m,Bnm,Bfy,Bf10m,Bf8m,Bf6m,Bf4m,Bf2m,Bfm,Ley,Le10m,Le8m,Le6m,Le4m,Le2m,Lem
BREG,PONT,Up,2016,Sp,PONT_Up_16_Sp,14.04.2016,1266,NO,1,EVIE,3.625,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.375,300,240,180,120,60,30
BREG,PONT,Up,2016,Su,PONT_Up_16_Su,13.07.2016,1266,NO,1,EVIE,2.875,2.875,2.875,2.875,2.875,2.875,2.875,0.008,0.01,0.012,0.016,0.024,0.048,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.125,297.125,237.125,177.125,117.125,57.125,27.125
BREG,PONT,Do,2008,Sp,PONT_Do_08_Sp,28.04.2008,1266,C,1,EVIE,1.542,1.542,0.833,0.833,0.833,0.833,0.833,0.004,0.005,0.003,0.005,0.007,0.014,0.028,254.458,207.333,163.917,120.917,79.458,38.875,19.333,337,280,225,172,113,60,26,0.697,0.691,0.683,0.672,0.662,0.648,0.644,109,91.125,75.25,58.25,39.709,20.292,9.834
BREG,PONT,Do,2008,Su,PONT_Do_08_Su,15.07.2008,1266,C,1,EVIE,0.833,0.833,0.833,0.833,0.833,0,0,0.002,0.003,0.003,0.005,0.007,0,0,251.292,202.833,159.75,118.625,78.75,39.5,19.042,342,287,233,175,118,61,33,0.688,0.676,0.666,0.659,0.656,0.658,0.635,112.875,96.334,79.417,60.542,40.417,20.5,10.958
BREG,PONT,Do,2010,Sp,PONT_Do_10_Sp,13.04.2010,1266,C,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.375,208.625,168,124.417,82.208,41.042,20.75,337,271,216,163,106,54,27,0.686,0.695,0.7,0.691,0.685,0.684,0.692,114.625,91.375,72,55.583,37.792,18.958,9.25
BREG,PONT,Do,2010,Su,PONT_Do_10_Su,07.07.2010,1266,C,1,EVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.5,210.25,167.333,126.333,83.5,41.417,20.708,328,271,211,158,110,57,30,0.7,0.701,0.697,0.702,0.696,0.69,0.69,109.5,89.75,72.667,53.667,36.5,18.583,9.292
BREG,PONT,Do,2012,Sp,PONT_Do_12_Sp,04.04.2012,1266,C,1,EVIE,0.208,0.208,0.208,0.208,0.208,0,0,0.001,0.001,0.001,0.001,0.002,0,0,259.083,214.958,173.292,125.25,80.542,41.875,21.125,321,266,211,168,120,58,32,0.71,0.717,0.722,0.696,0.671,0.698,0.704,105.709,84.834,66.5,54.542,39.25,18.125,8.875
BREG,PONT,Do,2012,Su,PONT_Do_12_Su,10.07.2012,1266,C,1,EVIE,0.208,0.208,0.208,0,0,0,0,0.001,0.001,0.001,0,0,0,0,256.792,207.583,161.458,121.667,79.875,41.833,22,333,280,233,178,122,57,27,0.704,0.692,0.673,0.676,0.666,0.697,0.733,108,92.209,78.334,58.333,40.125,18.167,8
BREG,PONT,Do,2014,Sp,PONT_Do_14_Sp,04.04.2014,1266,C,1,EVIE,3.958,3.958,3.75,3.75,0.125,0,0,0.011,0.013,0.016,0.021,0.001,0,0,238.958,195.833,157.167,114.667,76.208,37.292,17.458,368,311,243,187,128,66,36,0.655,0.653,0.655,0.637,0.635,0.622,0.582,122.084,100.209,79.083,61.583,43.667,22.708,12.542
BREG,PONT,Do,2014,Su,PONT_Do_14_Su,08.07.2014,1266,C,1,EVIE,3.958,3.75,0.917,0,0,0,0,0.011,0.012,0.004,0,0,0,0,240.458,197.458,158.208,118.792,79.667,42.5,21.5,365,298,240,179,118,52,26,0.659,0.658,0.659,0.66,0.664,0.708,0.717,120.584,98.792,80.875,61.208,40.333,17.5,8.5
BREG,PONT,Do,2016,Sp,PONT_Do_16_Sp,14.04.2016,1266,C,1,EVIE,3.625,0,0,0,0,0,0,0.01,0,0,0,0,0,0,253.542,208.792,166.958,125.958,81.458,43.875,22.917,338,277,218,157,109,50,26,0.695,0.696,0.696,0.7,0.679,0.731,0.764,107.833,91.208,73.042,54.042,38.542,16.125,7.083
BREG,PONT,Do,2016,Su,PONT_Do_16_Su,13.07.2016,1266,C,1,EVIE,2.875,2.875,2.875,2.875,2.875,2.875,2.875,0.008,0.01,0.012,0.016,0.024,0.048,0.096,253.875,208.542,167.542,127.917,85.667,41.042,18.667,339,275,220,163,113,61,35,0.696,0.695,0.698,0.711,0.714,0.684,0.622,108.25,88.583,69.583,49.208,31.458,16.083,8.458
BREG,ROSS,Up,2008,Sp,ROSS_Up_08_Sp,03.04.2008,1100,627,8,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0,0,0,0,0,1,1,0,0,0,0,0,0.001,0.001,0,0,0,0,0,364.625,299.625,240,180,120,60,30
BREG,ROSS,Up,2008,Su,ROSS_Up_08_Su,14.07.2008,1100,627,8,PTCO,0.042,0.042,0.042,0.042,0.042,0,0,0,0,0,0,0,0,0,2.25,2.25,2.25,2.25,2.25,0,0,1,1,1,1,1,0,0,0.006,0.008,0.009,0.012,0.019,0,0,362.708,297.708,237.708,177.708,117.708,60,30
BREG,ROSS,Up,2010,Sp,ROSS_Up_10_Sp,15.04.2010,1100,627,8,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,300,240,180,120,60,30
BREG,ROSS,Up,2010,Su,ROSS_Up_10_Su,06.07.2010,1100,627,8,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0.75,0.75,0.75,0.75,0.167,2,2,2,2,2,2,1,0.002,0.002,0.003,0.004,0.006,0.012,0.006,364.25,299.25,239.25,179.25,119.25,59.25,29.833
BREG,ROSS,Up,2012,Sp,ROSS_Up_12_Sp,27.03.2012,1100,627,8,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.792,3.792,3.792,3.792,3.792,0,0,5,5,5,5,5,0,0,0.01,0.013,0.016,0.021,0.032,0,0,361.208,296.208,236.208,176.208,116.208,60,30
BREG,ROSS,Up,2012,Su,ROSS_Up_12_Su,02.07.2012,1100,627,8,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.292,4.292,4.292,2.042,0.5,0.5,0,6,6,6,3,1,1,0,0.012,0.014,0.018,0.011,0.004,0.008,0,360.708,295.708,235.708,177.958,119.5,59.5,30
BREG,ROSS,Up,2014,Sp,ROSS_Up_14_Sp,17.03.2014,1100,627,8,PTCO,3.667,3.667,3.667,3.667,0.083,0,0,0.01,0.012,0.015,0.02,0.001,0,0,7.458,7.458,7.458,6.917,1.333,0.333,0,12,12,12,10,3,2,0,0.02,0.025,0.031,0.038,0.011,0.006,0,353.875,288.875,228.875,169.416,118.584,59.667,30
BREG,ROSS,Up,2014,Su,ROSS_Up_14_Su,08.07.2014,1100,627,8,PTCO,3.667,3.667,0.958,0,0,0,0,0.01,0.012,0.004,0,0,0,0,7.458,6.917,3.125,0.333,0,0,0,12,10,5,2,0,0,0,0.02,0.023,0.013,0.002,0,0,0,353.875,289.416,235.917,179.667,120,60,30
BREG,ROSS,Up,2016,Sp,ROSS_Up_16_Sp,06.04.2016,1100,627,8,PTCO,1.583,0,0,0,0,0,0,0.004,0,0,0,0,0,0,2,0.083,0.083,0.083,0.083,0,0,4,1,1,1,1,0,0,0.005,0,0,0,0.001,0,0,361.417,299.917,239.917,179.917,119.917,60,30
BREG,ROSS,Up,2016,Su,ROSS_Up_16_Su,12.07.2016,1100,627,8,PTCO,2.167,2.167,2.167,2.167,2.167,2.167,2.167,0.006,0.007,0.009,0.012,0.018,0.036,0.072,1.458,1.458,1.458,1.375,1.375,1.375,1.375,4,4,4,3,3,3,3,0.004,0.005,0.006,0.008,0.011,0.023,0.046,361.375,296.375,236.375,176.458,116.458,56.458,26.458
BREG,ROSS,Do,2008,Sp,ROSS_Do_08_Sp,23.04.2008,1100,627,8,PTCO,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0,0,0,0,0,0.001,0.001,2.625,2.625,2.25,2.25,2.25,2.25,2.25,2,2,1,1,1,1,1,0.007,0.009,0.009,0.012,0.019,0.038,0.075,362.333,297.333,237.708,177.708,117.708,57.708,27.708
BREG,ROSS,Do,2008,Su,ROSS_Do_08_Su,14.07.2008,1100,627,8,PTCO,0.042,0.042,0.042,0.042,0.042,0,0,0,0,0,0,0,0,0,2.25,2.25,2.25,2.25,2.25,0,0,1,1,1,1,1,0,0,0.006,0.008,0.009,0.012,0.019,0,0,362.708,297.708,237.708,177.708,117.708,60,30
BREG,ROSS,Do,2010,Sp,ROSS_Do_10_Sp,15.04.2010,1100,627,8,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,300,240,180,120,60,30
BREG,ROSS,Do,2010,Su,ROSS_Do_10_Su,06.07.2010,1100,627,8,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0.75,0.75,0.75,0.75,0.167,2,2,2,2,2,2,1,0.002,0.002,0.003,0.004,0.006,0.012,0.006,364.25,299.25,239.25,179.25,119.25,59.25,29.833
BREG,ROSS,Do,2012,Sp,ROSS_Do_12_Sp,27.03.2012,1100,627,8,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.792,3.792,3.792,3.792,3.792,0,0,5,5,5,5,5,0,0,0.01,0.013,0.016,0.021,0.032,0,0,361.208,296.208,236.208,176.208,116.208,60,30
BREG,ROSS,Do,2012,Su,ROSS_Do_12_Su,02.07.2012,1100,627,8,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.292,4.292,4.292,2.042,0.5,0.5,0,6,6,6,3,1,1,0,0.012,0.014,0.018,0.011,0.004,0.008,0,360.708,295.708,235.708,177.958,119.5,59.5,30
BREG,ROSS,Do,2014,Sp,ROSS_Do_14_Sp,17.03.2014,1100,627,8,PTCO,3.667,3.667,3.667,3.667,0.083,0,0,0.01,0.012,0.015,0.02,0.001,0,0,7.458,7.458,7.458,6.917,1.333,0.333,0,12,12,12,10,3,2,0,0.02,0.025,0.031,0.038,0.011,0.006,0,353.875,288.875,228.875,169.416,118.584,59.667,30
BREG,ROSS,Do,2014,Su,ROSS_Do_14_Su,08.07.2014,1100,627,8,PTCO,3.667,3.667,0.958,0,0,0,0,0.01,0.012,0.004,0,0,0,0,7.458,6.917,3.125,0.333,0,0,0,12,10,5,2,0,0,0,0.02,0.023,0.013,0.002,0,0,0,353.875,289.416,235.917,179.667,120,60,30
BREG,ROSS,Do,2016,Sp,ROSS_Do_16_Sp,06.04.2016,1100,627,8,PTCO,1.583,0,0,0,0,0,0,0.004,0,0,0,0,0,0,2,0.083,0.083,0.083,0.083,0,0,4,1,1,1,1,0,0,0.005,0,0,0,0.001,0,0,361.417,299.917,239.917,179.917,119.917,60,30
BREG,ROSS,Do,2016,Su,ROSS_Do_16_Su,12.07.2016,1100,627,8,PTCO,2.167,2.167,2.167,2.167,2.167,2.167,2.167,0.006,0.007,0.009,0.012,0.018,0.036,0.072,1.458,1.458,1.458,1.375,1.375,1.375,1.375,4,4,4,3,3,3,3,0.004,0.005,0.006,0.008,0.011,0.023,0.046,361.375,296.375,236.375,176.458,116.458,56.458,26.458
BREG,TONK,Up,2008,Sp,TONK_Up_08_Sp,25.04.2008,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,TONK,Up,2008,Su,TONK_Up_08_Su,17.07.2008,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,TONK,Up,2010,Sp,TONK_Up_10_Sp,12.04.2010,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,TONK,Up,2010,Su,TONK_Up_10_Su,08.07.2010,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,TONK,Up,2012,Sp,TONK_Up_12_Sp,29.03.2012,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,TONK,Up,2012,Su,TONK_Up_12_Su,03.07.2012,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,TONK,Up,2016,Sp,TONK_Up_16_Sp,07.04.2016,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,TONK,Up,2016,Su,TONK_Up_16_Su,06.07.2016,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,TONK,Do,2008,Sp,TONK_Do_08_Sp,18.04.2008,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,TONK,Do,2008,Su,TONK_Do_08_Su,18.07.2008,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,TONK,Do,2010,Sp,TONK_Do_10_Sp,14.04.2010,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,TONK,Do,2010,Su,TONK_Do_10_Su,08.07.2010,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,TONK,Do,2012,Sp,TONK_Do_12_Sp,28.03.2012,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,TONK,Do,2012,Su,TONK_Do_12_Su,04.07.2012,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,TONK,Do,2016,Sp,TONK_Do_16_Sp,08.04.2016,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,TONK,Do,2016,Su,TONK_Do_16_Su,05.07.2016,0,NO,1,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Up,2008,Sp,VACH_Up_08_Sp,06.05.2008,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Up,2008,Su,VACH_Up_08_Su,03.09.2008,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Up,2010,Sp,VACH_Up_10_Sp,15.04.2010,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Up,2011,Sp,VACH_Up_11_Sp,30.03.2011,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Up,2011,Su,VACH_Up_11_Su,11.09.2011,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Up,2012,Sp,VACH_Up_12_Sp,28.03.2012,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Up,2013,Sp,VACH_Up_13_Sp,20.03.2013,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Up,2016,Sp,VACH_Up_16_Sp,08.04.2016,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Up,2016,Su,VACH_Up_16_Su,14.07.2016,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Do,2008,Sp,VACH_Do_08_Sp,06.05.2008,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Do,2008,Su,VACH_Do_08_Su,03.09.2008,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Do,2011,Sp,VACH_Do_11_Sp,30.03.2011,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Do,2011,Su,VACH_Do_11_Su,11.09.2011,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Do,2012,Sp,VACH_Do_12_Sp,28.03.2012,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Do,2013,Sp,VACH_Do_13_Sp,20.03.2013,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Do,2016,Sp,VACH_Do_16_Sp,08.04.2016,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VACH,Do,2016,Su,VACH_Do_16_Su,14.07.2016,0,NO,0,PTCO,365,300,240,180,120,60,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREG,VILO,Up,2008,Sp,VILO_Up_08_Sp,03.04.2008,1380,1100,9,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,300,240,180,120,60,30
BREG,VILO,Up,2008,Su,VILO_Up_08_Su,16.07.2008,1380,1100,9,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.042,0.042,0.042,0.042,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,364.958,299.958,239.958,179.958,119.958,60,30
BREG,VILO,Up,2014,Sp,VILO_Up_14_Sp,17.03.2014,1380,1100,9,PTCO,0.625,0.625,0.625,0.625,0,0,0,0.002,0.002,0.003,0.003,0,0,0,3.042,3.042,3.042,3.042,0.083,0,0,5,5,5,5,1,0,0,0.008,0.01,0.013,0.017,0.001,0,0,361.333,296.333,236.333,176.333,119.917,60,30
BREG,VILO,Up,2014,Su,VILO_Up_14_Su,09.07.2014,1380,1100,9,PTCO,0.625,0.625,0,0,0,0,0,0.002,0.002,0,0,0,0,0,3.042,3.042,0.5,0,0,0,0,5,5,2,0,0,0,0,0.008,0.01,0.002,0,0,0,0,361.333,296.333,239.5,180,120,60,30
BREG,VILO,Up,2016,Sp,VILO_Up_16_Sp,14.04.2016,1380,1100,9,PTCO,0.583,0,0,0,0,0,0,0.002,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.003,0,0,0,0,0,0,363.417,300,240,180,120,60,30
BREG,VILO,Up,2016,Su,VILO_Up_16_Su,14.07.2016,1380,1100,9,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.167,2.167,2.167,2.167,2.167,2.167,2.167,1,1,1,1,1,1,1,0.006,0.007,0.009,0.012,0.018,0.036,0.072,362.833,297.833,237.833,177.833,117.833,57.833,27.833
BREG,VILO,Do,2008,Sp,VILO_Do_08_Sp,03.04.2008,1380,1100,9,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,300,240,180,120,60,30
BREG,VILO,Do,2008,Su,VILO_Do_08_Su,15.07.2008,1380,1100,9,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.042,0.042,0.042,0.042,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,364.958,299.958,239.958,179.958,119.958,60,30
BREG,VILO,Do,2010,Sp,VILO_Do_10_Sp,15.04.2010,1380,1100,9,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,300,240,180,120,60,30
BREG,VILO,Do,2010,Su,VILO_Do_10_Su,14.06.2010,1380,1100,9,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,300,240,180,120,60,30
BREG,VILO,Do,2012,Sp,VILO_Do_12_Sp,27.03.2012,1380,1100,9,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,300,240,180,120,60,30
BREG,VILO,Do,2012,Su,VILO_Do_12_Su,09.07.2012,1380,1100,9,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,300,240,180,120,60,30
BREG,VILO,Do,2014,Sp,VILO_Do_14_Sp,17.03.2014,1380,1100,9,PTCO,0.625,0.625,0.625,0.625,0,0,0,0.002,0.002,0.003,0.003,0,0,0,3.042,3.042,3.042,3.042,0.083,0,0,5,5,5,5,1,0,0,0.008,0.01,0.013,0.017,0.001,0,0,361.333,296.333,236.333,176.333,119.917,60,30
BREG,VILO,Do,2014,Su,VILO_Do_14_Su,09.07.2014,1380,1100,9,PTCO,0.625,0.625,0,0,0,0,0,0.002,0.002,0,0,0,0,0,3.042,3.042,0.5,0,0,0,0,5,5,2,0,0,0,0,0.008,0.01,0.002,0,0,0,0,361.333,296.333,239.5,180,120,60,30
BREG,VILO,Do,2016,Sp,VILO_Do_16_Sp,14.04.2016,1380,1100,9,PTCO,0.583,0,0,0,0,0,0,0.002,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.003,0,0,0,0,0,0,363.417,300,240,180,120,60,30
BREG,VILO,Do,2016,Su,VILO_Do_16_Su,13.07.2016,1380,1100,9,PTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.167,2.167,2.167,2.167,2.167,2.167,2.167,1,1,1,1,1,1,1,0.006,0.007,0.009,0.012,0.018,0.036,0.072,362.833,297.833,237.833,177.833,117.833,57.833,27.833
