Sector,Station,Site,Year,Season,ID,Date_sample,Qc,Qcs,Lag,Qref,Oey,Oe10m,Oe8m,Oe6m,Oe4m,Oe2m,Oem,Ofy,Of10m,Of8m,Of6m,Of4m,Of2m,Ofm,Bey,Be10m,Be8m,Be6m,Be4m,Be2m,Bem,Bny,Bn10m,Bn8m,Bn6m,Bn4m,Bn2m,Bnm,Bfy,Bf10m,Bf8m,Bf6m,Bf4m,Bf2m,Bfm,Ley,Le10m,Le8m,Le6m,Le4m,Le2m,Lem
BELL,LUIS,Up,2009,Su,LUIS_Up_09_Su,24.07.2009,229,NO,2,BALSER,4.708,0.542,0.542,0,0,0,0,0.013,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.292,299.458,239.458,180,120,60,30
BELL,LUIS,Up,2011,Sp,LUIS_Up_11_Sp,29.03.2011,229,NO,2,BALSER,6.833,5.458,4.75,4.042,3.542,0,0,0.019,0.018,0.02,0.022,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.167,294.542,235.25,175.958,116.458,60,30
BELL,LUIS,Up,2011,Su,LUIS_Up_11_Su,11.09.2011,229,NO,2,BALSER,11.667,10.458,6.917,6.917,6.917,6.75,0.667,0.032,0.035,0.029,0.038,0.058,0.112,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.333,289.542,233.083,173.083,113.083,53.25,29.333
BELL,LUIS,Up,2012,Sp,LUIS_Up_12_Sp,20.03.2012,229,NO,2,BALSER,89.542,89.542,84.042,82.542,71.667,30.875,8.708,0.245,0.298,0.35,0.459,0.597,0.515,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.458,210.458,155.958,97.458,48.333,29.125,21.292
BELL,LUIS,Up,2012,Su,LUIS_Up_12_Su,28.06.2012,229,NO,2,BALSER,98.083,91.417,82.333,57.833,13.625,1.542,1.208,0.269,0.305,0.343,0.321,0.114,0.026,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.917,208.583,157.667,122.167,106.375,58.458,28.792
BELL,LUIS,Up,2013,Sp,LUIS_Up_13_Sp,13.03.2013,229,NO,2,BALSER,61.333,54.167,52.417,50.083,39.292,10.958,1.5,0.168,0.181,0.218,0.278,0.327,0.183,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.667,245.833,187.583,129.917,80.708,49.042,28.5
BELL,LUIS,Up,2013,Su,LUIS_Up_13_Su,25.06.2013,229,NO,2,BALSER,57.5,54.958,48.292,21.375,5.292,0.625,0.083,0.158,0.183,0.201,0.119,0.044,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.5,245.042,191.708,158.625,114.708,59.375,29.917
BELL,LUIS,Up,2015,Sp,LUIS_Up_15_Sp,24.03.2015,229,NO,2,BALSER,10.417,10.417,8.917,3.917,0.5,0.5,0.5,0.029,0.035,0.037,0.022,0.004,0.008,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.583,289.583,231.083,176.083,119.5,59.5,29.5
BELL,LUIS,Up,2015,Su,LUIS_Up_15_Su,06.07.2015,229,NO,2,BALSER,20.25,16.375,11.792,10.333,9.833,2.292,0.208,0.055,0.055,0.049,0.057,0.082,0.038,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.75,283.625,228.208,169.667,110.167,57.708,29.792
BELL,LUIS,Up,2016,Sp,LUIS_Up_16_Sp,17.03.2016,229,NO,2,BALSER,16.25,6.792,6.417,6.417,3.542,0.292,0,0.045,0.023,0.027,0.036,0.03,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.75,293.208,233.583,173.583,116.458,59.708,30
BELL,LUIS,Up,2016,Su,LUIS_Up_16_Su,28.06.2016,229,NO,2,BALSER,14.792,14.792,11.917,11.917,8.375,8.333,8.333,0.041,0.049,0.05,0.066,0.07,0.139,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.208,285.208,228.083,168.083,111.625,51.667,21.667
BELL,LUIS,UpN,2007,Sp,LUIS_UpN_07_Sp,05.04.2007,229,NO,2,BALSER,18.958,15.792,15.417,6.417,4.833,4.625,0.708,0.052,0.053,0.064,0.036,0.04,0.077,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.042,284.208,224.583,173.583,115.167,55.375,29.292
BELL,LUIS,UpN,2007,Su,LUIS_UpN_07_Su,24.07.2007,229,NO,2,BALSER,24,17.542,13.042,12.833,8.208,8.208,6.667,0.066,0.058,0.054,0.071,0.068,0.137,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,282.458,226.958,167.167,111.792,51.792,23.333
BELL,LUIS,UpN,2009,Sp,LUIS_UpN_09_Sp,07.04.2009,229,NO,2,BALSER,6.875,4.708,4.708,0.542,0.542,0,0,0.019,0.016,0.02,0.003,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.125,295.292,235.292,179.458,119.458,60,30
BELL,LUIS,UpN,2009,Su,LUIS_UpN_09_Su,24.07.2009,229,NO,2,BALSER,4.708,0.542,0.542,0,0,0,0,0.013,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.292,299.458,239.458,180,120,60,30
BELL,LUIS,UpN,2011,Sp,LUIS_UpN_11_Sp,29.03.2011,229,NO,2,BALSER,6.833,5.458,4.75,4.042,3.542,0,0,0.019,0.018,0.02,0.022,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.167,294.542,235.25,175.958,116.458,60,30
BELL,LUIS,UpN,2011,Su,LUIS_UpN_11_Su,11.09.2011,229,NO,2,BALSER,11.667,10.458,6.917,6.917,6.917,6.75,0.667,0.032,0.035,0.029,0.038,0.058,0.112,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.333,289.542,233.083,173.083,113.083,53.25,29.333
BELL,LUIS,UpN,2012,Sp,LUIS_UpN_12_Sp,20.03.2012,229,NO,2,BALSER,89.542,89.542,84.042,82.542,71.667,30.875,8.708,0.245,0.298,0.35,0.459,0.597,0.515,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.458,210.458,155.958,97.458,48.333,29.125,21.292
BELL,LUIS,UpN,2012,Su,LUIS_UpN_12_Su,28.06.2012,229,NO,2,BALSER,98.083,91.417,82.333,57.833,13.625,1.542,1.208,0.269,0.305,0.343,0.321,0.114,0.026,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.917,208.583,157.667,122.167,106.375,58.458,28.792
BELL,LUIS,UpN,2013,Sp,LUIS_UpN_13_Sp,19.03.2013,229,NO,2,BALSER,61.542,54.125,51.583,50.292,36.167,11.125,1.042,0.169,0.18,0.215,0.279,0.301,0.185,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.458,245.875,188.417,129.708,83.833,48.875,28.958
BELL,LUIS,UpN,2013,Su,LUIS_UpN_13_Su,25.06.2013,229,NO,2,BALSER,57.5,54.958,48.292,21.375,5.292,0.625,0.083,0.158,0.183,0.201,0.119,0.044,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.5,245.042,191.708,158.625,114.708,59.375,29.917
BELL,LUIS,UpN,2015,Sp,LUIS_UpN_15_Sp,24.03.2015,229,NO,2,BALSER,10.417,10.417,8.917,3.917,0.5,0.5,0.5,0.029,0.035,0.037,0.022,0.004,0.008,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.583,289.583,231.083,176.083,119.5,59.5,29.5
BELL,LUIS,UpN,2015,Su,LUIS_UpN_15_Su,06.07.2015,229,NO,2,BALSER,20.25,16.375,11.792,10.333,9.833,2.292,0.208,0.055,0.055,0.049,0.057,0.082,0.038,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.75,283.625,228.208,169.667,110.167,57.708,29.792
BELL,LUIS,UpN,2016,Sp,LUIS_UpN_16_Sp,17.03.2016,229,NO,2,BALSER,16.25,6.792,6.417,6.417,3.542,0.292,0,0.045,0.023,0.027,0.036,0.03,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.75,293.208,233.583,173.583,116.458,59.708,30
BELL,LUIS,UpN,2016,Su,LUIS_UpN_16_Su,28.06.2016,229,NO,2,BALSER,14.792,14.792,11.917,11.917,8.375,8.333,8.333,0.041,0.049,0.05,0.066,0.07,0.139,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.208,285.208,228.083,168.083,111.625,51.667,21.667
BELL,LUIS,Do,2007,Sp,LUIS_Do_07_Sp,06.04.2007,229,C,2,BALSER,18.75,15.792,15.417,6.417,4.625,4.625,0.167,0.051,0.053,0.064,0.036,0.039,0.077,0.006,248.625,204.333,164.458,125.667,82.792,40.792,21.458,379,311,242,182,125,62,27,0.681,0.681,0.685,0.698,0.69,0.68,0.715,97.625,79.875,60.125,47.916,32.583,14.583,8.375
BELL,LUIS,Do,2007,Su,LUIS_Do_07_Su,20.07.2007,229,C,2,BALSER,24,17.542,13.458,12.833,8.208,8.208,7.5,0.066,0.058,0.056,0.071,0.068,0.137,0.25,249.583,206.292,164.375,122.333,81.25,42.167,20.333,369,305,246,184,122,57,28,0.684,0.688,0.685,0.68,0.677,0.703,0.678,91.417,76.166,62.167,44.834,30.542,9.625,2.167
BELL,LUIS,Do,2009,Sp,LUIS_Do_09_Sp,06.04.2009,229,C,2,BALSER,6.875,4.708,4.708,0.542,0.542,0,0,0.019,0.016,0.02,0.003,0.005,0,0,224.917,181.917,139.042,103.667,73.292,36.167,19.042,423,354,295,225,142,69,31,0.616,0.606,0.579,0.576,0.611,0.603,0.635,133.208,113.375,96.25,75.791,46.166,23.833,10.958
BELL,LUIS,Do,2009,Su,LUIS_Do_09_Su,24.07.2009,229,C,2,BALSER,4.708,0.542,0.542,0,0,0,0,0.013,0.002,0.002,0,0,0,0,224.875,183.708,153.042,117.583,81.042,43.167,21.542,421,349,265,193,121,60,30,0.616,0.612,0.638,0.653,0.675,0.719,0.718,135.417,115.75,86.416,62.417,38.958,16.833,8.458
BELL,LUIS,Do,2011,Sp,LUIS_Do_11_Sp,29.03.2011,229,C,2,BALSER,6.833,5.458,4.75,4.042,3.542,0,0,0.019,0.018,0.02,0.022,0.03,0,0,212.083,171.042,134.542,101.292,70.375,34.208,16.792,433,361,291,220,140,67,32,0.581,0.57,0.561,0.563,0.586,0.57,0.56,146.084,123.5,100.708,74.666,46.083,25.792,13.208
BELL,LUIS,Do,2011,Su,LUIS_Do_11_Su,18.07.2011,229,C,2,BALSER,4.917,4.917,3.708,0.167,0.167,0.167,0.167,0.013,0.016,0.015,0.001,0.001,0.003,0.006,208.375,171.083,140.458,104.958,71.125,36.458,19.417,442,363,287,211,142,68,33,0.571,0.57,0.585,0.583,0.593,0.608,0.647,151.708,124,95.834,74.875,48.708,23.375,10.416
BELL,LUIS,Do,2012,Sp,LUIS_Do_12_Sp,21.03.2012,229,C,2,BALSER,89.542,89.542,84,82.458,71.667,30.125,8.708,0.245,0.298,0.35,0.458,0.597,0.502,0.29,210.25,173.5,136.417,102.375,70.667,35.042,17.542,411,329,263,202,130,64,33,0.576,0.578,0.568,0.569,0.589,0.584,0.585,65.208,36.958,19.583,0,0,0,3.75
BELL,LUIS,Do,2012,Su,LUIS_Do_12_Su,28.06.2012,229,C,2,BALSER,98.083,91.417,82.333,57.833,13.625,1.542,1.208,0.269,0.305,0.343,0.321,0.114,0.026,0.04,223.417,186,152.875,119.792,83.667,45.875,24.208,383,315,241,175,113,51,21,0.612,0.62,0.637,0.666,0.697,0.765,0.807,43.5,22.583,4.792,2.375,22.708,12.583,4.584
BELL,LUIS,Do,2013,Sp,LUIS_Do_13_Sp,19.03.2013,229,C,2,BALSER,61.542,54.125,51.583,50.292,36.167,11.125,1.042,0.169,0.18,0.215,0.279,0.301,0.185,0.035,237.75,192.625,146.042,109.292,75.125,39,19,367,302,257,191,126,61,33,0.651,0.642,0.609,0.607,0.626,0.65,0.633,65.708,53.25,42.375,20.416,8.708,9.875,9.958
BELL,LUIS,Do,2013,Su,LUIS_Do_13_Su,25.06.2013,229,C,2,BALSER,57.5,54.958,48.292,21.375,5.292,0.625,0.083,0.158,0.183,0.201,0.119,0.044,0.01,0.003,238.75,194.042,158.75,124.125,85.458,43.292,22.667,355,292,226,163,102,50,25,0.654,0.647,0.661,0.69,0.712,0.722,0.756,68.75,51,32.958,34.5,29.25,16.083,7.25
BELL,LUIS,Do,2015,Sp,LUIS_Do_15_Sp,24.03.2015,229,C,2,BALSER,10.417,10.417,8.917,3.917,0.5,0.5,0.5,0.029,0.035,0.037,0.022,0.004,0.008,0.017,226.708,174.875,129.083,84,40.583,9.083,4.083,317,273,226,181,123,68,32,0.621,0.583,0.538,0.467,0.338,0.151,0.136,127.875,114.708,102,92.083,78.917,50.417,25.417
BELL,LUIS,Do,2015,Su,LUIS_Do_15_Su,06.07.2015,229,C,2,BALSER,20.25,16.375,11.792,10.333,9.833,2.292,0.208,0.055,0.055,0.049,0.057,0.082,0.038,0.007,187.958,138.792,94.792,53.875,43.958,24.25,12.083,374,326,272,217,148,83,40,0.515,0.463,0.395,0.299,0.366,0.404,0.403,156.792,144.833,133.416,115.792,66.209,33.458,17.709
BELL,LUIS,Do,2016,Sp,LUIS_Do_16_Sp,16.03.2016,229,C,2,BALSER,16.25,7,6.417,6.417,3.542,0.292,0,0.045,0.023,0.027,0.036,0.03,0.005,0,106.792,80.5,55.917,41.958,26.625,12.042,5.042,442,367,286,209,140,75,39,0.293,0.268,0.233,0.233,0.222,0.201,0.168,241.958,212.5,177.666,131.625,89.833,47.666,24.958
BELL,LUIS,Do,2016,Su,LUIS_Do_16_Su,27.06.2016,229,C,2,BALSER,14.792,14.792,11.917,11.917,8.375,8.333,8.333,0.041,0.049,0.05,0.066,0.07,0.139,0.278,121.542,98.667,83.25,70.583,56.333,31.75,18.583,431,346,271,211,141,63,31,0.333,0.329,0.347,0.392,0.469,0.529,0.619,228.666,186.541,144.833,97.5,55.292,19.917,3.084
BELL,MOIR,Up,2007,Sp,MOIR_Up_07_Sp,06.04.2007,417,229,2,BALSER,4.333,3.5,3.5,1.458,1.458,1.458,0,0.012,0.012,0.015,0.008,0.012,0.024,0,14.542,12.417,12.042,4.958,3.167,3.167,0.167,28,21,19,9,4,4,1,0.04,0.041,0.05,0.028,0.026,0.053,0.006,346.125,284.083,224.458,173.584,115.375,55.375,29.833
BELL,MOIR,Up,2007,Su,MOIR_Up_07_Su,19.07.2007,417,229,2,BALSER,5.625,3.708,3.583,3.583,2.125,2.125,2.125,0.015,0.012,0.015,0.02,0.018,0.035,0.071,18.5,13.958,9.875,9.25,6.083,6.083,5.542,31,23,16,14,10,10,8,0.051,0.047,0.041,0.051,0.051,0.101,0.185,340.875,282.334,226.542,167.167,111.792,51.792,22.333
BELL,MOIR,Up,2009,Sp,MOIR_Up_09_Sp,07.04.2009,417,229,2,BALSER,2.333,1.25,1.25,0,0,0,0,0.006,0.004,0.005,0,0,0,0,4.625,3.542,3.542,0.542,0.542,0,0,11,9,9,2,2,0,0,0.013,0.012,0.015,0.003,0.005,0,0,358.042,295.208,235.208,179.458,119.458,60,30
BELL,MOIR,Up,2009,Su,MOIR_Up_09_Su,22.07.2009,417,229,2,BALSER,1.25,0,0,0,0,0,0,0.003,0,0,0,0,0,0,3.542,0.542,0.542,0.542,0,0,0,9,2,2,2,0,0,0,0.01,0.002,0.002,0.003,0,0,0,360.208,299.458,239.458,179.458,120,60,30
BELL,MOIR,Up,2011,Sp,MOIR_Up_11_Sp,29.03.2011,417,229,2,BALSER,2.042,1.375,1.375,1.375,1.375,0,0,0.006,0.005,0.006,0.008,0.011,0,0,5.083,4.25,3.542,2.833,2.333,0,0,13,12,8,6,5,0,0,0.014,0.014,0.015,0.016,0.019,0,0,357.875,294.375,235.083,175.792,116.292,60,30
